,Unnamed: 0,cast,genres,movie_id,original_title,plot,poster
49,49,"['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan']","['Drama', 'Romance']",64682,the great gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await. ",https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_QL75_UY300_CR1.jpg

50,50,"['Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley']","['Adventure', 'Fantasy', 'Action']",9543,prince of persia: the sands of time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world. ",https://m.media-amazon.com/images/M/MV5BMTMwNDg0NzcyMV5BMl5BanBnXkFtZTcwNjg4MjQyMw@@._V1_QL75_UY300_CR1.jpg

51,51,"['Idris Elba', 'Charlie Hunnam', 'Charlie Day']","['Action', 'Science Fiction', 'Adventure']",68726,pacific rim,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse. ",https://m.media-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_QL75_UY300_CR1.jpg

52,52,"['Shia LaBeouf', 'John Malkovich', 'Ken Jeong']","['Action', 'Science Fiction', 'Adventure']",38356,transformers: dark of the moon,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets. ",https://m.media-amazon.com/images/M/MV5BZGM0MGYyZjQtYjM4Yi00M2Y5LWE1ODAtZmRlZmI5MDFiOGQzXkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_QL75_UY300_CR1.jpg

53,53,"['Harrison Ford', 'Cate Blanchett', 'Shia LaBeouf']","['Adventure', 'Action']",217,indiana jones and the kingdom of the crystal skull,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts. ",https://m.media-amazon.com/images/M/MV5BNDBiMjZhOWItODkzNi00Yzk3LWFmNTAtZWY5NzYyMmJhYTg4XkEyXkFqcGdeQXVyNjc1NTYwMjc@._V1_QL75_UY300_CR1.jpg

54,54,"['Raymond Ochoa', 'Jack Bright', 'Jeffrey Wright']","['Adventure', 'Animation', 'Family']",105864,the good dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend. ,https://m.media-amazon.com/images/M/MV5BMTc5MTg2NjQ4MV5BMl5BanBnXkFtZTgwNzcxOTY5NjE@._V1_QL75_UY300_CR1.jpg

55,55,"['Kelly Macdonald', 'Julie Walters', 'Billy Connolly']","['Animation', 'Adventure', 'Comedy']",62177,brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall. ",https://m.media-amazon.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_QL75_UY300_CR1.jpg

56,56,"['Chris Pine', 'Zachary Quinto', 'Karl Urban']","['Action', 'Adventure', 'Science Fiction']",188927,star trek beyond,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test. ",https://m.media-amazon.com/images/M/MV5BNDc2YThlMTgtN2M3Yi00YzkxLWE4MDQtMWJmYmZiNTNjNjJlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY300_CR1.jpg

57,57,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin']","['Animation', 'Family']",10681,wall·e,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves. ",https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_QL75_UY300_CR1.jpg

58,58,"['Chris Tucker', 'Jackie Chan', 'Hiroyuki Sanada']","['Action', 'Comedy', 'Crime']",5174,rush hour 3,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother. ",https://m.media-amazon.com/images/M/MV5BMTA0Nzg5NjQ0MDBeQTJeQWpwZ15BbWU3MDE4Mzg5NDE@._V1_QL75_UY300_CR1.jpg

59,59,"['John Cusack', 'Amanda Peet', 'Chiwetel Ejiofor']","['Action', 'Adventure', 'Science Fiction']",14161,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world. ",https://m.media-amazon.com/images/M/MV5BMTg3NTc4NTg3Ml5BMl5BanBnXkFtZTcwNjA2ODY5Mg@@._V1_QL75_UY300_CR1.jpg

60,60,"['Gary Oldman', 'Jim Carrey', 'Steve Valentine']","['Animation', 'Drama']",17979,a christmas carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption. ",https://m.media-amazon.com/images/M/MV5BMTM1MTI5ODU4MV5BMl5BanBnXkFtZTcwNTYyNTU4Mg@@._V1_QL75_UY300_CR1.jpg

61,61,"['Mila Kunis', 'Channing Tatum', 'Sean Bean']","['Science Fiction', 'Fantasy', 'Action']",76757,jupiter ascending,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty… ",https://m.media-amazon.com/images/M/MV5BMTQyNzk2MjA2NF5BMl5BanBnXkFtZTgwMjEwNzk3MjE@._V1_QL75_UY300_CR1.jpg

62,62,"['Alexander Skarsgård', 'Margot Robbie', 'Christoph Waltz']","['Action', 'Adventure']",258489,the legend of tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment. ",https://m.media-amazon.com/images/M/MV5BMzY3OTI0OTcyMF5BMl5BanBnXkFtZTgwNjkxNTAwOTE@._V1_QL75_UY300_CR1.jpg

63,63,"['William Moseley', 'Anna Popplewell', 'Skandar Keynes']","['Adventure', 'Family', 'Fantasy']",411,"the chronicles of narnia: the lion, the witch and the wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever. ",https://m.media-amazon.com/images/M/MV5BMTc0NTUwMTU5OV5BMl5BanBnXkFtZTcwNjAwNzQzMw@@._V1_QL75_UY300_CR1.jpg

64,64,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence']",['Science Fiction'],246655,x-men: apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan. ",https://m.media-amazon.com/images/M/MV5BMjU1ODM1MzYxN15BMl5BanBnXkFtZTgwOTA4NDE2ODE@._V1_QL75_UY300_CR1.jpg

65,65,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart']","['Drama', 'Action', 'Crime']",155,the dark knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker. ",https://m.media-amazon.com/images/M/MV5BOTU2ODU5ZmUtNWQzNy00NjBmLTk5ZTctMmYzMzNmMzQzMzExXkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_QL75_UY300_CR1.jpg

66,66,"['Ed Asner', 'Christopher Plummer', 'Jordan Nagai']","['Animation', 'Comedy', 'Family']",14160,up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life. ",https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_QL75_UY300_CR1.jpg

67,67,"['Seth Rogen', 'Reese Witherspoon', 'Hugh Laurie']","['Animation', 'Family', 'Adventure']",15512,monsters vs aliens,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters... ",https://m.media-amazon.com/images/M/MV5BMTY0OTQ3MzE3MV5BMl5BanBnXkFtZTcwMDQyMzMzMg@@._V1_QL75_UY300_CR1.jpg

68,68,"['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges']","['Action', 'Science Fiction', 'Adventure']",1726,iron man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil. ",https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_QL75_UY300_CR1.jpg

69,69,"['Ben Kingsley', 'Sacha Baron Cohen', 'Asa Butterfield']","['Adventure', 'Drama', 'Family']",44826,hugo,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past. ",https://m.media-amazon.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_QL75_UY300_CR1.jpg

70,70,"['Will Smith', 'Kevin Kline', 'Kenneth Branagh']","['Action', 'Adventure', 'Comedy']",8487,wild wild west,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans. ,https://m.media-amazon.com/images/M/MV5BOTAxMTE0MTQ4MF5BMl5BanBnXkFtZTcwMzU1MzE1MQ@@._V1_QL75_UY300_CR1.jpg

71,71,"['Brendan Fraser', 'Jet Li', 'John Hannah']","['Adventure', 'Action', 'Fantasy']",1735,the mummy: tomb of the dragon emperor,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,https://dummyimage.com/203x300/000/fff.jpg00-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power. ",https://m.media-amazon.com/images/M/MV5BMTU4NDIzMDY1OV5BMl5BanBnXkFtZTcwNjQxMzk3MQ@@._V1_QL75_UY300_CR1.jpg

72,72,"['Will Smith', 'Margot Robbie', 'Joel Kinnaman']","['Action', 'Adventure', 'Crime']",297761,suicide squad,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences. ",https://m.media-amazon.com/images/M/MV5BYmE3ZmNhMWUtZjdmNS00OTQyLTgwOTktMzgyM2Y2MmY0YTFjXkEyXkFqcGdeQXVyMTA2ODkwNzM5._V1_QL75_UY300_CR1.jpg

73,73,"['Steve Carell', 'Lauren Graham', 'John Goodman']","['Fantasy', 'Comedy', 'Family']",2698,evan almighty,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood. ,https://m.media-amazon.com/images/M/MV5BMTUxMTEzODYxMV5BMl5BanBnXkFtZTcwNzQ4ODU0MQ@@._V1_QL75_UY300_CR1.jpg

74,74,"['Tom Cruise', 'Emily Blunt', 'Brendan Gleeson']","['Action', 'Science Fiction']",137113,edge of tomorrow,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop. ",https://m.media-amazon.com/images/M/MV5BMDEwYWJjZGUtYmU3MS00NDBhLWFlNTgtOWZiZmU1NGYzZTFjXkEyXkFqcGdeQXVyNjc1NTYwMjc@._V1_QL75_UY300_CR1.jpg

75,75,"['Kevin Costner', 'Chaim Girafi', 'Rick Aviles']","['Adventure', 'Action']",9804,waterworld,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back. ",https://m.media-amazon.com/images/M/MV5BYzE4NTRmMDYtNWYzYi00YmNkLTk4NDEtYjFmMDc4ODQ3ODY2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY300_CR1.jpg

76,76,"['Dennis Quaid', 'Channing Tatum', 'Marlon Wayans']","['Adventure', 'Action', 'Thriller']",14869,g.i. joe: the rise of cobra,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos. ",https://m.media-amazon.com/images/M/MV5BMTQzMTU1NzQwNl5BMl5BanBnXkFtZTcwNDg4NzMzMw@@._V1_QL75_UY300_CR1.jpg
